Pair_Speaker_turn,PairID,PersonID,Speaker,Speaker_original,Turn,Word,Start Time,End Time,Backchannel,Overlap,Contested,Duration,Sentiment,word_count,MergeKey,Cluster,word_count_scaled,Sentiment_scaled,Contested_scaled,StageCluster,Stage
20240521_1823_WBLMay0KGC4N_A_A_14,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,14,no i think it's not enough but i only sell my condo and if i couldn't get enough final k i thing is will make my quite impossible guy i need to run from my sailboat and it's the quiet expensive investment so i think maybe we can yeah but we mid in the middle i think three sixty would be my maybe the thing that i think maybe i think i can accept because i think i can try to figure out if i can borrow money from orders so but i'm not sure if i can you below than that,181.0649,255.49385,0.0,0.0,0.0,74.42895000000001,-0.1416666666666666,102,0KGC4N,Cluster 1,0.10191725529767912,0.4291666666666667,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_15,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,15,well unfortunately three hundred sixty k is a bit out of our budget range what about one hundred fifty k and again we'll we we'll be offering the somatic coal as well as well as some for non monetary compensation,260.95996,283.72946,0.0,0.0,0.0,22.769499999999994,-0.5,40,0KGC4N,Cluster 1,0.039354187689202826,0.25,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_16,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,16,no i didn't that quite and appreciate my a patent because i know that i think another one of my colleagues it last month he were able to sell his patent to a private company to nearly about four hundred thousand and i know that his patent is considered less valuable than my so yeah,288.02002,321.19083,0.0,0.0,0.0,33.17081000000002,0.0866666666666666,55,0KGC4N,Cluster 1,0.054490413723511606,0.5433333333333333,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_17,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,17,okay well then how about let's just discuss the savannah covid bid for a moment how about coal were you that you said in taking,329.28854,338.33444,0.0,0.0,0.0,9.04589999999996,0.5,25,0KGC4N,Cluster 1,0.02421796165489405,0.75,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_17,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,17,mh,334.93973,335.33945,1.0,0.0,0.0,0.3997200000000021,0.0,1,0KGC4N,Cluster 1,0.0,0.5,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_18,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,18,so i intended to take twenty one month so that will include about twelve month selling and nine net the two advanced studies,339.09705,354.38498,0.0,0.0,0.0,15.28792999999996,0.2,23,0KGC4N,Cluster 1,0.022199798183652877,0.6,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_18,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,18,mh,352.63516,353.13516,1.0,0.0,0.0,0.5,0.0,1,0KGC4N,Cluster 1,0.0,0.5,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_19,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,19,so actually according to university policy we only offer for all our faculty across the board it's it's a regulation that we can only offer up to six months of pain sa article so we can offer you six months of paid of article at ten k per month and how does that sound,357.1779,385.70572,0.0,0.0,0.0,28.527819999999963,0.08,54,0KGC4N,Cluster 1,0.05348133198789102,0.54,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_20,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,20,no i can not quite i think that not i think that another time it not i didn't not enough for me to recover from owner of the burnout give me the time i work at the mistake and when i talk with my doctor he tell me that i need a upgrade break before i suffered a total physical and mental mentor breakdown so i insist that i will take twenty one month symmetrical,387.2422,423.53003,0.0,0.0,0.0,36.287829999999985,-0.025,75,0KGC4N,Cluster 1,0.0746720484359233,0.4875,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_21,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,21,so we could offer you six months paid leave and the rest you could take this a article but it would be unpaid,428.68054,437.86697,0.0,0.0,0.0,9.186429999999971,0.2,23,0KGC4N,Cluster 1,0.022199798183652877,0.6,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_22,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,22,and that quite impossible for me because when i i plan to do about nine research in the institute advanced studies and i also need some some guys have returned fund of that so i can stop my yeah academy life yeah that because i need to buy a new place to live or maybe i can once i somebody to buy a new car yeah,441.0697,480.2977,0.0,0.0,0.0,39.22800000000001,0.0284848484848484,66,0KGC4N,Cluster 1,0.06559031281533804,0.5142424242424242,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_23,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,23,so how about this if we do like a fifty percent buyout at around one thirty seven point five k plus six months paid about a leave and then the rest is that like fifteen months of unpaid medical and then once you return how about we offer you we can offer you free faculty housing to help how that sound,484.69437,529.685,0.0,0.0,0.0,44.99062999999995,0.25,61,0KGC4N,Cluster 1,0.060544904137235116,0.625,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_24,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,24,now i didn't unfortunately i think i cannot accept that offer yeah yeah so i think my then i think maybe i think i still need twenty one month separately and at least thirty six hundred thousand from my ip,530.8592,575.17926,0.0,0.0,0.0,44.32006000000001,-0.4,40,0KGC4N,Cluster 1,0.039354187689202826,0.3,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_25,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,25,well unfortunately it can't really do much about the sa leave because it's just like according to the university policy so my hands are tied in that aspect in terms of the portfolio value i think i could offer you two hundred thousand yeah so two hundred thousand for the portfolio value,586.20776,619.3598,0.0,0.0,0.0,33.15203999999994,0.2,52,0KGC4N,Cluster 1,0.051463168516649845,0.6,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_26,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,26,no i didn't that still below my expectation so yeah,622.8053,629.6684,0.0,0.0,0.0,6.863100000000031,0.0,10,0KGC4N,Cluster 1,0.009081735620585268,0.5,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_27,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,27,so where would you be comfortable meeting,636.1826,637.9356,0.0,0.0,0.0,1.7530000000000427,0.4,7,0KGC4N,Cluster 1,0.006054490413723511,0.7,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_28,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,28,i'm sorry,642.56,642.96,0.0,0.0,0.0,0.4000000000000909,-0.5,2,0KGC4N,Cluster 1,0.0010090817356205853,0.25,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_29,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,29,what value would be would be comfortable meeting at then,644.48206,647.03015,0.0,0.0,0.0,2.548090000000002,0.4,10,0KGC4N,Cluster 1,0.009081735620585268,0.7,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_30,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,30,so i still need edit three sixty hundred thousand on my ip yes,648.32764,659.39746,0.0,0.0,0.0,11.06982000000005,0.0,13,0KGC4N,Cluster 1,0.012108980827447022,0.5,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_31,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,31,alright in that case how about we do two hundred twenty five,668.10004,678.82,0.0,0.0,0.0,10.719960000000016,0.0,12,0KGC4N,Cluster 1,0.011099899091826437,0.5,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_32,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,32,now i because i mention i only saw my apartment to find my trip to the passenger pacific ocean so and if i couldn't cancel enough that money to pay for the boat i will have to pay i will lose twenty percent of my dow payment and i also couldn't achieved my seventh trip so yeah so and i couldn't accept anything that below three fifty hundred thousand,681.1308,720.8108,0.0,0.0,0.0,39.67999999999995,0.0,69,0KGC4N,Cluster 1,0.06861755802219979,0.5,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_33,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,33,okay one sec how about we how about we pay you two hundred twenty five for the for the portfolio and we we pay for your your like flights to you said the pacific ocean correct okay how will we pay for your flights ocean and your housing while you're in the pacific ocean on medical,723.9877,766.50165,0.0,0.0,0.0,42.51395000000002,0.225,56,0KGC4N,Cluster 1,0.055499495459132187,0.6125,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_34,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,34,no i mean i because i need to add three fifty five hundred thousand for to for no up my trip and if i couldn't get that amount i couldn't do my trip to pas ocean so yeah,767.7194,790.3899,0.0,0.0,0.0,22.67050000000006,0.15625,38,0KGC4N,Cluster 1,0.03733602421796165,0.578125,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_35,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,35,let's see i really then how about we do two hundred fifty k,800.5464,829.4213,0.0,0.0,0.0,28.874900000000025,0.2,13,0KGC4N,Cluster 1,0.012108980827447022,0.6,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_36,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,36,yeah i think that not enough yet i mentioned before like i couldn't accept anything below three fifty to hundred thousand yeah that my that only thing that i maybe i can accept,830.9835,851.1864,0.0,0.0,0.0,20.2029,0.0,33,0KGC4N,Cluster 1,0.03229061553985873,0.5,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_37,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,37,are there any other non monetary compensation that you would like,859.5572,865.6168,0.0,0.0,0.0,6.059600000000046,-0.125,11,0KGC4N,Cluster 1,0.010090817356205853,0.4375,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_38,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,38,no didn't that got funding for my trip is quite expensive so then i only need some yeah i didn't i only hit tell it three fifty hundred thousand,866.60254,885.0731,0.0,0.0,0.0,18.470559999999978,-0.1666666666666666,29,0KGC4N,Cluster 1,0.02825428859737639,0.4166666666666667,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_39,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,39,okay well the genuine absolute max like of the max can offer you is two hundred seventy five thousand and so that would be purchasing one hundred percent of your portfolio and that's the absolute max that i can offer you,894.35876,930.7845,0.0,0.0,0.0,36.42574000000002,0.325,41,0KGC4N,Cluster 1,0.040363269424823406,0.6625,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_40,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,40,now i think unfortunately maybe we i think maybe i have to go to so with the auto investor to see if they can offer better deal for me,935.35004,950.9285,0.0,0.0,0.0,15.57845999999995,0.0,29,0KGC4N,Cluster 1,0.02825428859737639,0.5,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_41,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,41,so yeah in terms of the portfolio yeah the absolute max we can offer is two hundred seventy five k but again we can offer you that so about a leave and and we can also fund your your trip during your sa hepatic so we can pay for all the expenses of that trip during the sa about and once you return yeah we can offer you free faculty housing and and yeah,962.9792,1011.9634,0.0,0.0,0.0,48.98419999999999,0.3,74,0KGC4N,Cluster 1,0.07366296670030273,0.65,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_42,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,42,no then that that not what i'm looking for at all yeah i think maybe we i think we couldn't and up agreement here,1017.04645,1027.5815,0.0,0.0,0.0,10.535049999999956,0.0,24,0KGC4N,Cluster 1,0.02320887991927346,0.5,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_43,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,43,well how about this how about when you return we could we could promote your position to head of the department and as head of department that would naturally also come with a salary increase and how what do you think about that,1034.6346,1064.1932,0.0,0.0,0.0,29.55859999999984,0.1,43,0KGC4N,Cluster 1,0.04238143289606458,0.55,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_44,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,44,now i think i need we got this really very important for me in know to to maintain my creativity and if i couldn't make the trip happen i think as well have some guys up negative consequences to my bow my house and both from my physical and mental health and even if the news they offer me the head of the department is will maybe just make everything become worse so i think my i think i still stayed with my i think my request for i didn't it three fifty five hundred thousand and twenty one one,1064.2275,1118.3362,0.0,0.0,0.0,54.1087,-0.056,100,0KGC4N,Cluster 1,0.09989909182643794,0.472,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_45,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,45,well you know as you know once you return back in around twenty one months that will actually be perfect timing for the opening of our new research center so as you know right now we're developing a research center that has top of the line technology and space for you to conduct your research and have creative expression once you return,1125.3333,1158.4913,0.0,0.0,0.0,33.1579999999999,0.2777597402597402,62,0KGC4N,Cluster 1,0.061553985872855696,0.6388798701298701,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_46,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,46,no i mean could you know to be able to responsibility interpret responsibility for high position i think i really need along and in order to do that i need to have edit three fifty five hundred thousand yeah so i think that might,1170.6925,1196.9213,0.0,0.0,0.0,26.228799999999865,0.2540625,44,0KGC4N,Cluster 1,0.04339051463168517,0.62703125,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_47,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,47,i mean if you're not interested in becoming the head of the apartment that's absolutely fine with us we understand whichever position you would like to take will support you fully in your teaching endeavors and your research endeavors yeah either way you don't have to accept the position if you don't want to yeah so yeah we can offer you genuinely just based off like university regulations genuinely the the most we can offer you is two hundred seventy five k plus six months paid medical and fifteen unpaid tobacco and plus we will fully fund your sa symbolic trip we'll pay for your flights your housing or you're on sa tobacco and we'll give you a s in for food and just living expenses in general and then yeah once you return we can offer you free faculty housing and as well we'll give you first research priority at our new center as well,1200.5361,1309.2032,0.0,0.0,0.0,108.66709999999988,0.1903950216450216,156,0KGC4N,Cluster 1,0.15640766902119072,0.5951975108225108,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_48,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,48,no then that still i didn't i think i cannot accept that alpha so yeah,1313.9452,1321.2789,0.0,0.0,0.0,7.333699999999908,0.0,15,0KGC4N,Cluster 1,0.014127144298688193,0.5,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_49,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,49,let's see is there anything else you would like non monetary wise,1341.7468,1358.18,0.0,0.0,0.0,16.43320000000017,0.7,12,0KGC4N,Cluster 1,0.011099899091826437,0.85,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_50,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,50,no i think that in my only as from usd just three fifty five hundred thousand and yeah,1359.0663,1371.0558,0.0,0.0,0.0,11.989500000000136,0.0,18,0KGC4N,Cluster 1,0.01715438950554995,0.5,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_51,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,51,unfortunately the max were authorized by the ip committee is two hundred seventy five thousand for the buyout i mean as a university we've been super dedicated to passing and licensing activities we're currently in the process of our ten year plan to support patent and licensing and yeah we're really trying to prioritize giving you guys creative freedom in your research and in scientific advancement excuse me and yeah we'd really love to continue working with you,1402.4762,1484.4706,0.0,0.0,0.0,81.99440000000004,0.074537037037037,78,0KGC4N,Cluster 1,0.07769929364278506,0.5372685185185185,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_52,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,52,yeah i and i brew i feel very appreciate about the effort that used the offer to me but i think i yeah didn't i couldn't not say that yeah so,1518.3308,1532.1255,0.0,0.0,0.0,13.794700000000148,0.2,31,0KGC4N,Cluster 1,0.030272452068617558,0.6,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_53,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,53,and well how about this two hundred seventy five for your ip six months paid sa bad and fifteenth for the rest of your about and when you return we'll give you again the free faculty housing we'll give you full access and support in our new research center that's gonna be opening up in twenty twenty five in as well we'll give you bonus return fund of twenty five k for returning back to the university,1536.9915,1592.3256,0.0,0.0,0.0,55.33409999999981,0.0143939393939394,77,0KGC4N,Cluster 1,0.07669021190716448,0.5071969696969697,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_54,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,54,no linda that's still below what i am asking now so yeah i couldn't i said that,1606.2214,1613.2345,0.0,0.0,0.0,7.013100000000122,0.0,17,0KGC4N,Cluster 1,0.016145307769929364,0.5,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_55,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,55,then well i understand how important this the sa cervical on this patent are to you so i really do want to make it work with you i really am tied in terms of the ip bio and the sa about leave just by the university re regulations set by by our board of trustees and like our ip committee but if there's like any non monetary compensation at all that you would like to receive just i'd love to work it out with you so,1636.3783,1711.6978,0.0,0.0,0.0,75.31949999999983,0.325,86,0KGC4N,Cluster 1,0.08577194752774975,0.6625,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_56,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,56,no then unfortunately i and right now i'm only seeking for monetary communication yeah,1715.171,1726.5715,0.0,0.0,0.0,11.400499999999964,-0.0714285714285714,14,0KGC4N,Cluster 1,0.013118062563067608,0.4642857142857143,0.0,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_57,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,57,i mean well thank you so much for taking a time to talk with me today yeah i appreciate you taking the time to discuss this with me and and yeah that's my last offer that i can give you unfortunately two seventy five k the six months of vat and fish,1755.7513,1791.92,0.0,0.0,0.0,36.16870000000017,-0.153125,52,0KGC4N,Cluster 1,0.051463168516649845,0.4234375,0.0,0,Stage 1
