Pair_Speaker_turn,PairID,PersonID,Speaker,Speaker_original,Turn,Word,Start Time,End Time,Backchannel,Overlap,Contested,Duration,Sentiment,word_count,groupId,Task_Conflict,Relationship_Conflict,StageCluster,Stage
20240521_1823_WBLMay0KGC4N_A_A_10,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,10,i'm sorry what's your question,0.05099546421591611,93.03978,0.0,0.0,0.0,1.4321749999999869,0.25,0.004036326942482341,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_11,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,11,what is the current value of your bio portfolio,0.052482477802985254,97.151764,0.0,0.0,0.0,2.876389000000003,0.5,0.008072653884964682,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_12,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,12,so i think right now i think when the last time i checked with potential out within in venture capital think they estimate it it will have a row i think seven to eight hundred thousand and because i'm in a very tough situation i need to cloud you soon to fund my trip so yeah that's why i agree to sell my pattern below the actual value,0.054951275309503264,143.07353,0.0,0.0,0.0,44.369020000000006,0.47801587301587306,0.0676084762865792,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_13,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,13,okay well the university can offer you let me one second we can offer you one hundred thousand or about about thirty six percent of the portfolio value and as well i know you're interested in discussing the somatic as well so we can offer you one hundred thousand plus the somatic leave,0.08085537339278297,178.15317,0.0,0.0,0.0,32.97552999999999,0.625,0.05247225025227043,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_14,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,14,no i think it's not enough but i only sell my condo and if i couldn't get enough final k i thing is will make my quite impossible guy i need to run from my sailboat and it's the quiet expensive investment so i think maybe we can yeah but we mid in the middle i think three sixty would be my maybe the thing that i think maybe i think i can accept because i think i can try to figure out if i can borrow money from orders so but i'm not sure if i can you below than that,0.10085891313672017,255.49385,0.0,0.0,0.0,74.42895000000001,0.4291666666666667,0.10191725529767912,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_15,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,15,well unfortunately three hundred sixty k is a bit out of our budget range what about one hundred fifty k and again we'll we we'll be offering the somatic coal as well as well as some for non monetary compensation,0.14539237732580143,283.72946,0.0,0.0,0.0,22.769499999999997,0.25,0.039354187689202826,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_16,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,16,no i didn't that quite and appreciate my a patent because i know that i think another one of my colleagues it last month he were able to sell his patent to a private company to nearly about four hundred thousand and i know that his patent is considered less valuable than my so yeah,0.1604756404582703,321.19083,0.0,0.0,0.0,33.17081000000002,0.5433333333333333,0.054490413723511606,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_17,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,17,okay well then how about let's just discuss the savannah covid bid for a moment how about coal were you that you said in taking,0.18347869168016542,338.33444,0.0,0.0,0.0,9.04589999999996,0.75,0.02421796165489405,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_17,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,18,mh,0.1866286619973627,335.33945,1.0,0.0,0.0,0.3997200000000021,0.5,0.0,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_18,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,19,so i intended to take twenty one month so that will include about twelve month selling and nine net the two advanced studies,0.18894594996663827,354.38498,0.0,0.0,0.0,15.28792999999996,0.6,0.022199798183652877,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_18,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,20,mh,0.19649208532059936,353.13516,1.0,0.0,0.0,0.5,0.5,0.0,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_19,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,21,so actually according to university policy we only offer for all our faculty across the board it's it's a regulation that we can only offer up to six months of pain sa article so we can offer you six months of paid of article at ten k per month and how does that sound,0.19902420619403394,385.70572,0.0,0.0,0.0,28.527819999999963,0.54,0.05348133198789102,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_20,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,22,no i can not quite i think that not i think that another time it not i didn't not enough for me to recover from owner of the burnout give me the time i work at the mistake and when i talk with my doctor he tell me that i need a upgrade break before i suffered a total physical and mental mentor breakdown so i insist that i will take twenty one month symmetrical,0.21578203111361965,423.53003,0.0,0.0,0.0,36.28782999999999,0.4875,0.0746720484359233,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_21,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,23,so we could offer you six months paid leave and the rest you could take this a article but it would be unpaid,0.23887973991370032,437.86697,0.0,0.0,0.0,9.186429999999971,0.6,0.022199798183652877,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_22,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,24,and that quite impossible for me because when i i plan to do about nine research in the institute advanced studies and i also need some some guys have returned fund of that so i can stop my yeah academy life yeah that because i need to buy a new place to live or maybe i can once i somebody to buy a new car yeah,0.24578545114531836,480.2977,0.0,0.0,0.0,39.22800000000001,0.5142424242424242,0.06559031281533804,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_23,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,25,so how about this if we do like a fifty percent buyout at around one thirty seven point five k plus six months paid about a leave and then the rest is that like fifteen months of unpaid medical and then once you return how about we offer you we can offer you free faculty housing to help how that sound,0.27010181913109227,529.685,0.0,0.0,0.0,44.99062999999995,0.625,0.060544904137235116,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_24,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,26,now i didn't unfortunately i think i cannot accept that offer yeah yeah so i think my then i think maybe i think i still need twenty one month separately and at least thirty six hundred thousand from my ip,0.29583407095742575,575.17926,0.0,0.0,0.0,44.32006000000001,0.3,0.039354187689202826,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_25,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,27,well unfortunately it can't really do much about the sa leave because it's just like according to the university policy so my hands are tied in that aspect in terms of the portfolio value i think i could offer you two hundred thousand yeah so two hundred thousand for the portfolio value,0.32668532902866587,619.3598,0.0,0.0,0.0,33.15203999999994,0.6,0.051463168516649845,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_26,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,28,no i didn't that still below my expectation so yeah,0.34708477846895003,629.6684,0.0,0.0,0.0,6.863100000000031,0.5,0.009081735620585268,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_27,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,29,so where would you be comfortable meeting,0.3545412784139603,637.9356,0.0,0.0,0.0,1.7530000000000427,0.7,0.006054490413723511,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_28,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,30,i'm sorry,0.35809603780107946,642.96,0.0,0.0,0.0,0.4000000000000909,0.25,0.0010090817356205853,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_29,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,31,what value would be would be comfortable meeting at then,0.35916739302853995,647.03015,0.0,0.0,0.0,2.548090000000002,0.7,0.009081735620585268,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_30,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,32,so i still need edit three sixty hundred thousand on my ip yes,0.3613109172866886,659.39746,0.0,0.0,0.0,11.06982000000005,0.5,0.012108980827447022,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_31,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,33,alright in that case how about we do two hundred twenty five,0.37233204258945696,678.82,0.0,0.0,0.0,10.719960000000016,0.5,0.011099899091826437,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_32,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,34,now i because i mention i only saw my apartment to find my trip to the passenger pacific ocean so and if i couldn't cancel enough that money to pay for the boat i will have to pay i will lose twenty percent of my dow payment and i also couldn't achieved my seventh trip so yeah so and i couldn't accept anything that below three fifty hundred thousand,0.3795953813217454,720.8108,0.0,0.0,0.0,39.67999999999995,0.5,0.06861755802219979,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_33,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,35,okay one sec how about we how about we pay you two hundred twenty five for the for the portfolio and we we pay for your your like flights to you said the pacific ocean correct okay how will we pay for your flights ocean and your housing while you're in the pacific ocean on medical,0.4034837947155777,766.50165,0.0,0.0,0.0,42.51395000000002,0.6125,0.055499495459132187,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_34,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,36,no i mean i because i need to add three fifty five hundred thousand for to for no up my trip and if i couldn't get that amount i couldn't do my trip to pas ocean so yeah,0.4278598211667456,790.3899,0.0,0.0,0.0,22.67050000000006,0.578125,0.03733602421796165,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_35,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,37,let's see i really then how about we do two hundred fifty k,0.4461575736051938,829.4213,0.0,0.0,0.0,28.874900000000025,0.6,0.012108980827447022,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_36,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,38,yeah i think that not enough yet i mentioned before like i couldn't accept anything below three fifty to hundred thousand yeah that my that only thing that i maybe i can accept,0.46312319704761307,851.1864,0.0,0.0,0.0,20.2029,0.5,0.03229061553985873,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_37,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,39,are there any other non monetary compensation that you would like,0.4790501623155476,865.6168,0.0,0.0,0.0,6.059600000000046,0.4375,0.010090817356205853,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_38,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,40,no didn't that got funding for my trip is quite expensive so then i only need some yeah i didn't i only hit tell it three fifty hundred thousand,0.48297723110540647,885.0731,0.0,0.0,0.0,18.470559999999978,0.4166666666666667,0.02825428859737639,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_39,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,41,okay well the genuine absolute max like of the max can offer you is two hundred seventy five thousand and so that would be purchasing one hundred percent of your portfolio and that's the absolute max that i can offer you,0.49844853345369006,930.7845,0.0,0.0,0.0,36.42574000000002,0.6625,0.040363269424823406,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_40,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,42,now i think unfortunately maybe we i think maybe i have to go to so with the auto investor to see if they can offer better deal for me,0.521297051246212,950.9285,0.0,0.0,0.0,15.57845999999995,0.5,0.02825428859737639,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_41,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,43,so yeah in terms of the portfolio yeah the absolute max we can offer is two hundred seventy five k but again we can offer you that so about a leave and and we can also fund your your trip during your sa hepatic so we can pay for all the expenses of that trip during the sa about and once you return yeah we can offer you free faculty housing and and yeah,0.5366975304176951,1011.9634,0.0,0.0,0.0,48.98419999999999,0.65,0.07366296670030273,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_42,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,44,no then that that not what i'm looking for at all yeah i think maybe we i think we couldn't and up agreement here,0.5668345869725948,1027.5815,0.0,0.0,0.0,10.535049999999956,0.5,0.02320887991927346,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_43,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,45,well how about this how about when you return we could we could promote your position to head of the department and as head of department that would naturally also come with a salary increase and how what do you think about that,0.5766382124805698,1064.1932,0.0,0.0,0.0,29.55859999999984,0.55,0.04238143289606458,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_44,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,46,now i think i need we got this really very important for me in know to to maintain my creativity and if i couldn't make the trip happen i think as well have some guys up negative consequences to my bow my house and both from my physical and mental health and even if the news they offer me the head of the department is will maybe just make everything become worse so i think my i think i still stayed with my i think my request for i didn't it three fifty five hundred thousand and twenty one one,0.5931332792894696,1118.3362,0.0,0.0,0.0,54.1087,0.472,0.09989909182643794,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_45,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,47,well you know as you know once you return back in around twenty one months that will actually be perfect timing for the opening of our new research center so as you know right now we're developing a research center that has top of the line technology and space for you to conduct your research and have creative expression once you return,0.6271936198918192,1158.4913,0.0,0.0,0.0,33.1579999999999,0.6388798701298701,0.061553985872855696,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_46,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,48,no i mean could you know to be able to responsibility interpret responsibility for high position i think i really need along and in order to do that i need to have edit three fifty five hundred thousand yeah so i think that might,0.6524768139822346,1196.9213,0.0,0.0,0.0,26.228799999999865,0.62703125,0.04339051463168517,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_47,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,49,i mean if you're not interested in becoming the head of the apartment that's absolutely fine with us we understand whichever position you would like to take will support you fully in your teaching endeavors and your research endeavors yeah either way you don't have to accept the position if you don't want to yeah so yeah we can offer you genuinely just based off like university regulations genuinely the the most we can offer you is two hundred seventy five k plus six months paid medical and fifteen unpaid tobacco and plus we will fully fund your sa symbolic trip we'll pay for your flights your housing or you're on sa tobacco and we'll give you a s in for food and just living expenses in general and then yeah once you return we can offer you free faculty housing and as well we'll give you first research priority at our new center as well,0.6691116208385441,1309.2032,0.0,0.0,0.0,108.66709999999988,0.5951975108225108,0.15640766902119072,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,1,Stage 2
20240521_1823_WBLMay0KGC4N_A_A_48,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,50,no then that still i didn't i think i cannot accept that alpha so yeah,0.7323257931987118,1321.2789,0.0,0.0,0.0,7.333699999999908,0.5,0.014127144298688193,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_49,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,51,let's see is there anything else you would like non monetary wise,0.7478223903349946,1358.18,0.0,0.0,0.0,16.43320000000017,0.85,0.011099899091826437,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_50,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,52,no i think that in my only as from usd just three fifty five hundred thousand and yeah,0.7574762704750534,1371.0558,0.0,0.0,0.0,11.989500000000136,0.5,0.01715438950554995,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_51,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,53,unfortunately the max were authorized by the ip committee is two hundred seventy five thousand for the buyout i mean as a university we've been super dedicated to passing and licensing activities we're currently in the process of our ten year plan to support patent and licensing and yeah we're really trying to prioritize giving you guys creative freedom in your research and in scientific advancement excuse me and yeah we'd really love to continue working with you,0.7816729257764149,1484.4706,0.0,0.0,0.0,81.99440000000004,0.5372685185185185,0.07769929364278506,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_52,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,54,yeah i and i brew i feel very appreciate about the effort that used the offer to me but i think i yeah didn't i couldn't not say that yeah so,0.8462502185432059,1532.1255,0.0,0.0,0.0,13.794700000000148,0.6,0.030272452068617558,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_B_B_53,20240521_1823_WBLMay0KGC4N,1716394507208-76380b8e-8d97-41f0-94d7-727c686747ba-cam-audio-1716394508196,B,B,55,and well how about this two hundred seventy five for your ip six months paid sa bad and fifteenth for the rest of your about and when you return we'll give you again the free faculty housing we'll give you full access and support in our new research center that's gonna be opening up in twenty twenty five in as well we'll give you bonus return fund of twenty five k for returning back to the university,0.8566516828539305,1592.3256,0.0,0.0,0.0,55.33409999999981,0.5071969696969697,0.07669021190716448,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
20240521_1823_WBLMay0KGC4N_A_A_54,20240521_1823_WBLMay0KGC4N,1716394507208-35c603e4-2275-4f7b-a2bb-c2333fa0f95d-cam-audio-1716394508197,A,A,56,no linda that's still below what i am asking now so yeah i couldn't i said that,0.895240392499604,1613.2345,0.0,0.0,0.0,7.013100000000122,0.5,0.016145307769929364,01HYGGKFHG8BZ3KW7ZDR0KGC4N,6.75,3.5,0,Stage 1
